x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2803081274032593,0.8137308359146118,3.540015427461185e-07,0.32470807433128357,0.7652119398117065,-0.01893855445086956,0.3508356511592865,0.6953860521316528,-0.023293398320674896,0.36406466364860535,0.6305705904960632,-0.026289077475667,0.3777908384799957,0.5850031971931458,-0.02939974144101143,0.3091474175453186,0.6104233860969543,-0.006862905342131853,0.31978315114974976,0.530975878238678,-0.016016239300370216,0.3244941234588623,0.4814271330833435,-0.025588413700461388,0.32769185304641724,0.4371531009674072,-0.033279914408922195,0.28013473749160767,0.6082285642623901,-0.00588658731430769,0.2787591516971588,0.5219866633415222,-0.014203661121428013,0.2774333953857422,0.46438753604888916,-0.025213250890374184,0.275821328163147,0.4162129759788513,-0.03348260745406151,0.2536941468715668,0.6263448596000671,-0.007745521143078804,0.2454826533794403,0.5507838129997253,-0.01893281750380993,0.24294517934322357,0.5017474889755249,-0.029973255470395088,0.2422189563512802,0.45842090249061584,-0.03748803585767746,0.22796157002449036,0.6601627469062805,-0.011341402307152748,0.21529975533485413,0.6116532683372498,-0.023965995758771896,0.21246600151062012,0.5793694853782654,-0.030972696840763092,0.2136486917734146,0.5474851131439209,-0.03512712940573692,Forward
0.28395459055900574,0.7696577310562134,1.859296645534414e-07,0.3052993714809418,0.7294459342956543,-0.014196504838764668,0.3170073628425598,0.683443009853363,-0.01960604079067707,0.31975656747817993,0.6419364213943481,-0.023802658542990685,0.32300031185150146,0.609140157699585,-0.027921529486775398,0.28012487292289734,0.637312650680542,-0.008352071046829224,0.2770395874977112,0.5884923338890076,-0.01626378670334816,0.27299949526786804,0.5576717853546143,-0.023984381929039955,0.26822835206985474,0.5299633741378784,-0.02999790944159031,0.26318931579589844,0.6434366703033447,-0.007518364116549492,0.2524174749851227,0.5916825532913208,-0.014870294369757175,0.24391409754753113,0.5591120719909668,-0.02283301204442978,0.23582130670547485,0.5311579704284668,-0.028789089992642403,0.24969589710235596,0.6607301235198975,-0.008545691147446632,0.2374250888824463,0.6155218482017517,-0.016890376806259155,0.22963064908981323,0.5862582325935364,-0.023694083094596863,0.22249865531921387,0.5591402649879456,-0.028290754184126854,0.23788948357105255,0.6874376535415649,-0.010871212929487228,0.22510771453380585,0.6557465195655823,-0.01932026445865631,0.2174645960330963,0.6338955163955688,-0.02352330833673477,0.2107486128807068,0.610792338848114,-0.026029298081994057,Forward
0.31056222319602966,0.748464822769165,4.146056369336293e-07,0.3619142174720764,0.6778456568717957,-0.024801023304462433,0.3928871154785156,0.5812684297561646,-0.03478851541876793,0.4100053310394287,0.4971550405025482,-0.043619055300951004,0.4246352016925812,0.43048804998397827,-0.05298171937465668,0.3363478183746338,0.4647444188594818,-0.017697468400001526,0.3476962149143219,0.3583059310913086,-0.03758832812309265,0.3538927435874939,0.29008978605270386,-0.05590624734759331,0.35866791009902954,0.22639243304729462,-0.06957215815782547,0.299061119556427,0.462626576423645,-0.020051244646310806,0.29581984877586365,0.3423919379711151,-0.03871629387140274,0.29526373744010925,0.260734498500824,-0.05753796547651291,0.29471150040626526,0.18752098083496094,-0.07156743854284286,0.26542940735816956,0.4867721498012543,-0.026042655110359192,0.2573876976966858,0.3740499019622803,-0.04613369330763817,0.25559914112091064,0.29711484909057617,-0.06256163865327835,0.25515520572662354,0.2286204993724823,-0.07368748635053635,0.2336728721857071,0.5329846739768982,-0.03431645408272743,0.2197255790233612,0.4480135440826416,-0.054084427654743195,0.21340204775333405,0.3869690001010895,-0.06475500017404556,0.20987451076507568,0.3270385265350342,-0.07161997258663177,Forward
0.307802677154541,0.7490894794464111,4.443064369752392e-07,0.35978037118911743,0.6769998073577881,-0.02723224088549614,0.38948071002960205,0.5808603763580322,-0.03827575221657753,0.4056766629219055,0.4960585832595825,-0.04768209531903267,0.4218030273914337,0.42772218585014343,-0.057595815509557724,0.33253493905067444,0.46549734473228455,-0.019463324919342995,0.34339338541030884,0.35855749249458313,-0.040184177458286285,0.34962958097457886,0.2888336777687073,-0.05925900489091873,0.3544149100780487,0.22340954840183258,-0.07369223982095718,0.2948577404022217,0.46365460753440857,-0.02108273096382618,0.29064589738845825,0.3433592915534973,-0.040875159204006195,0.2898156940937042,0.26081979274749756,-0.060869697481393814,0.2892368733882904,0.18656334280967712,-0.07586728781461716,0.26098909974098206,0.48869651556015015,-0.026642583310604095,0.25250276923179626,0.3755263686180115,-0.048464901745319366,0.2506859004497528,0.2968928813934326,-0.06676541268825531,0.25049468874931335,0.22644880414009094,-0.07918926328420639,0.2292875349521637,0.5355172157287598,-0.034572821110486984,0.21541106700897217,0.4508555829524994,-0.05607084184885025,0.20927837491035461,0.3901853561401367,-0.068424291908741,0.20622974634170532,0.3293771743774414,-0.07663220912218094,Forward
0.30711913108825684,0.7518417835235596,4.3549795236685895e-07,0.3597075939178467,0.6808778643608093,-0.027665698900818825,0.39019811153411865,0.5836181640625,-0.03917777165770531,0.4065590500831604,0.4983135163784027,-0.048912111669778824,0.42203590273857117,0.4291130304336548,-0.059128619730472565,0.3328288793563843,0.4669570326805115,-0.021272903308272362,0.34357109665870667,0.35902106761932373,-0.042308639734983444,0.3494655191898346,0.28902357816696167,-0.061399102210998535,0.35371148586273193,0.22411152720451355,-0.07568037509918213,0.2947794198989868,0.46463850140571594,-0.022573795169591904,0.2908790707588196,0.3423219919204712,-0.042370837181806564,0.28990280628204346,0.259799063205719,-0.06210652366280556,0.288727730512619,0.18631935119628906,-0.0768403708934784,0.26063621044158936,0.4888235628604889,-0.027689076960086823,0.25211286544799805,0.3739060163497925,-0.04907581955194473,0.2499229609966278,0.2955341339111328,-0.06680368632078171,0.2488906979560852,0.22596244513988495,-0.07881831377744675,0.22876378893852234,0.5346673727035522,-0.03520899638533592,0.21499814093112946,0.44803953170776367,-0.05617639794945717,0.20876821875572205,0.38679957389831543,-0.06797652691602707,0.2051640748977661,0.32676398754119873,-0.07570179551839828,Forward
0.3050004541873932,0.7516657114028931,4.435314906459098e-07,0.35809966921806335,0.6797280311584473,-0.028425348922610283,0.3884243071079254,0.5821518301963806,-0.04063769802451134,0.40502679347991943,0.49644485116004944,-0.051148489117622375,0.4217507541179657,0.42654845118522644,-0.062307510524988174,0.3315122127532959,0.4676898121833801,-0.02243364229798317,0.34233781695365906,0.359427809715271,-0.044249530881643295,0.348388135433197,0.28876516222953796,-0.06403041630983353,0.3526257872581482,0.22281049191951752,-0.07894862443208694,0.2932931184768677,0.46591055393218994,-0.024013064801692963,0.28944000601768494,0.34408485889434814,-0.044802676886320114,0.2885194718837738,0.26066747307777405,-0.06547832489013672,0.28728199005126953,0.18611732125282288,-0.08110169321298599,0.25885626673698425,0.4907134175300598,-0.029530176892876625,0.2504335939884186,0.3757566809654236,-0.05198369175195694,0.24826332926750183,0.2967240810394287,-0.07070846855640411,0.24741767346858978,0.22614504396915436,-0.08357317000627518,0.22675690054893494,0.5366225242614746,-0.03752844035625458,0.21296215057373047,0.4498003125190735,-0.05948995426297188,0.20681539177894592,0.3879070281982422,-0.07224935293197632,0.2035924196243286,0.32686084508895874,-0.08088504523038864,Forward
0.30383023619651794,0.7547791600227356,4.32901856584067e-07,0.3564881384372711,0.6820598840713501,-0.028226090595126152,0.38694119453430176,0.5841586589813232,-0.039980217814445496,0.40244215726852417,0.4965389370918274,-0.05000409483909607,0.41845136880874634,0.4261951446533203,-0.060494743287563324,0.3297019600868225,0.46782711148262024,-0.020924203097820282,0.3404794931411743,0.3593268096446991,-0.04220082610845566,0.346177339553833,0.28910762071609497,-0.06173037365078926,0.3497498035430908,0.22345656156539917,-0.07637973129749298,0.29120609164237976,0.4663999676704407,-0.02213718183338642,0.2869911789894104,0.3443087935447693,-0.04226461797952652,0.28573882579803467,0.26205068826675415,-0.06233353167772293,0.284090518951416,0.18790608644485474,-0.07738709449768066,0.2569195032119751,0.4913369119167328,-0.027304667979478836,0.24779388308525085,0.377946674823761,-0.04893356189131737,0.24503536522388458,0.29998505115509033,-0.06666558980941772,0.24362295866012573,0.22991502285003662,-0.07872293889522552,0.22487840056419373,0.537445068359375,-0.035017095506191254,0.21111628413200378,0.45075011253356934,-0.05591873824596405,0.20461738109588623,0.3894859850406647,-0.06761322170495987,0.20068930089473724,0.3290095925331116,-0.07537130266427994,Forward
0.3037240505218506,0.7545629143714905,4.3071764821434044e-07,0.3571964502334595,0.6836165189743042,-0.029054949060082436,0.3889242708683014,0.5849462747573853,-0.040755923837423325,0.40592333674430847,0.4975559711456299,-0.0507156103849411,0.42141011357307434,0.4267410933971405,-0.061210863292217255,0.3315911293029785,0.4688376188278198,-0.021055154502391815,0.34237226843833923,0.360326886177063,-0.04246412217617035,0.34813812375068665,0.2894785404205322,-0.06216054782271385,0.3522839844226837,0.2231307327747345,-0.07695343345403671,0.29340893030166626,0.46717894077301025,-0.021971162408590317,0.2888660728931427,0.3453518748283386,-0.04218138009309769,0.28721940517425537,0.2618759274482727,-0.0625724270939827,0.28572705388069153,0.18652594089508057,-0.07795035094022751,0.2591429352760315,0.49179908633232117,-0.026983221992850304,0.25107651948928833,0.377521276473999,-0.04892321303486824,0.24892590939998627,0.298307329416275,-0.06704756617546082,0.2482881397008896,0.22686198353767395,-0.07939650118350983,0.22669994831085205,0.5376134514808655,-0.034652531147003174,0.21318137645721436,0.4511280655860901,-0.056107331067323685,0.20685485005378723,0.3896271288394928,-0.06829503923654556,0.20332852005958557,0.32893136143684387,-0.07639968395233154,Forward
0.29945892095565796,0.7603764533996582,4.3389346160438436e-07,0.3534002900123596,0.6893746852874756,-0.03099883161485195,0.3863154351711273,0.590713620185852,-0.04374850541353226,0.4028617739677429,0.5023518800735474,-0.05443694069981575,0.4178754985332489,0.42915186285972595,-0.0656517818570137,0.3283626437187195,0.47194257378578186,-0.02402549423277378,0.33945953845977783,0.3616746664047241,-0.04670054838061333,0.34526434540748596,0.2899576425552368,-0.06699743866920471,0.3493745028972626,0.22315829992294312,-0.08200657367706299,0.28952887654304504,0.47011885046958923,-0.024359313771128654,0.2854403257369995,0.346882700920105,-0.04554137960076332,0.28352922201156616,0.2628079950809479,-0.06593593955039978,0.2817697525024414,0.18765577673912048,-0.08121021836996078,0.2546358108520508,0.495123952627182,-0.028937945142388344,0.24636612832546234,0.38013723492622375,-0.05150558426976204,0.2439841777086258,0.30014991760253906,-0.06922848522663116,0.24368193745613098,0.2280423790216446,-0.08131531625986099,0.22119802236557007,0.5415453314781189,-0.036380983889102936,0.20782127976417542,0.4554227590560913,-0.058231648057699203,0.20210331678390503,0.39384904503822327,-0.07015480846166611,0.19949853420257568,0.3331383466720581,-0.07803548127412796,Forward
0.3006410300731659,0.7703214883804321,4.4039040858478984e-07,0.35491251945495605,0.6987208127975464,-0.030175156891345978,0.38762134313583374,0.599189817905426,-0.04269014298915863,0.4031042754650116,0.5085548162460327,-0.0533132329583168,0.41826388239860535,0.4349559247493744,-0.06432749330997467,0.32933440804481506,0.47799044847488403,-0.022633276879787445,0.3411445915699005,0.36717697978019714,-0.04512598738074303,0.3474435806274414,0.29483580589294434,-0.06537622958421707,0.3515174686908722,0.22718574106693268,-0.08021362125873566,0.2895047664642334,0.4751894176006317,-0.023199468851089478,0.28550025820732117,0.35057392716407776,-0.04407084360718727,0.28415945172309875,0.26626235246658325,-0.06413091719150543,0.2826961576938629,0.19019678235054016,-0.07900293916463852,0.254264771938324,0.4994852542877197,-0.027890698984265327,0.24571245908737183,0.38466447591781616,-0.04983770474791527,0.24284888803958893,0.30474409461021423,-0.06665213406085968,0.2418164759874344,0.23288902640342712,-0.07790004462003708,0.22081932425498962,0.5461858510971069,-0.035443197935819626,0.2072271704673767,0.4576534032821655,-0.05618252605199814,0.20148301124572754,0.39482831954956055,-0.06683314591646194,0.19873544573783875,0.33361104130744934,-0.07364675402641296,Forward
